"ID","validFrom","validTo","longitude","latitude","name","description","image","number","orderBy","isKidFriendly","isElderlyFriendly","isStrollerFriendly","hasVisited","hasToilet","hasFood","myAdjacentStamp","targetForAdjacentStamp","Stampings","groupFilterStampings","groupSize","totalGroupStampings","stampedUserIds","stampedUsers"
"3b8f9f10-9894-45f3-8b57-9a9b25df20f5","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.377430000000004","51.78573","Huttaler Widerwaage","Huttaler Widerwaage ~ this will come later: make a get request",,"128","128",,,,,,,,,,,,,,
"0ef5fa0f-f4b2-4980-9f97-40c7c2dd5270","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.388879999999972","51.79791","Weppner Hütte, Jägersbleeker Teich","Weppner Hütte, Jägersbleeker Teich ~ this will come later: make a get request",,"127","127",,,,,,,,,,,,,,
"501e3727-741b-42af-8c1b-58740abfb6db","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.37981000000002","51.83702","Lochstein, Oberer Schalker Graben","Lochstein, Oberer Schalker Graben ~ this will come later: make a get request",,"126","126",,,,,,,,,,,,,,
"8c2b8133-c582-4989-b8fb-574066c78e65","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.382290000000012","51.84882","Schalker Turm","Schalker Turm ~ this will come later: make a get request",,"125","125",,,,,,,,,,,,,,
"7b06efbc-f189-4108-a0d4-9ba98add822e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.423469999999952","51.84091","Köte am Heidenstieg","Köte am Heidenstieg ~ this will come later: make a get request",,"124","124",,,,,,,,,,,,,,
"3b0039d8-2ddf-4456-8173-bdcdbc026625","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.562400000000025","51.71627","Gaststätte Rinderstall","Gaststätte Rinderstall ~ this will come later: make a get request",,"123","123",,,,,,,,,,,,,,
"507cd8a5-62ff-4724-932e-6443a5be7415","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.592579999999998","51.87532","Kreuz des deutschen Ostens","Kreuz des deutschen Ostens ~ this will come later: make a get request",,"122","122",,,,,,,,,,,,,,
"86c94ce0-147e-44d6-a417-35301a41c692","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.566469999999981","51.87167","""Aussichtsreich"" Burgberg","""Aussichtsreich"" Burgberg ~ this will come later: make a get request",,"121","121",,,,,,,,,,,,,,
"6b0b4232-1470-42cc-b3b7-8a5f6c174617","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.527230000000031","51.8791","Elfenstein","Elfenstein ~ this will come later: make a get request",,"120","120",,,,,,,,,,,,,,
"9c893e30-b498-4780-939c-0f93eba572b2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.467869999999948","51.85412","Hallesche Hütte (an den Ahrendsberger Klippen)","Hallesche Hütte (an den Ahrendsberger Klippen) ~ this will come later: make a get request",,"119","119",,,,,,,,,,,,,,
"db07132d-448d-4885-a46b-3cf6abb8ce45","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.484680000000026","51.86812","Kästehaus","Kästehaus ~ this will come later: make a get request",,"118","118",,,,,,,,,,,,,,
"6c38a3f6-f7e5-454c-9f81-6f5fe5655a4c","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.481390000000033","51.87183","Treppenstein","Treppenstein ~ this will come later: make a get request",,"117","117",,,,,,,,,,,,,,
"feb517c3-3283-4604-9477-38d826f6bb6b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.474079999999958","51.86725","Verlobungsinsel in der Oker","Verlobungsinsel in der Oker ~ this will come later: make a get request",,"116","116",,,,,,,,,,,,,,
"381b0dda-efaf-42e3-ac9e-4204eea96945","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.472210000000018","51.6408","Bismarckturm","Bismarckturm ~ this will come later: make a get request",,"115","115",,,,,,,,,,,,,,
"3065a0db-7587-42f6-b1d5-dd859b84dde3","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.426680000000033","51.88848","Ramseck","Ramseck ~ this will come later: make a get request",,"114","114",,,,,,,,,,,,,,
"bd43e13c-ad1f-46be-bcce-b701ba7a3021","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.299399999999991","51.84918","Grumbacher Teich","Grumbacher Teich ~ this will come later: make a get request",,"113","113",,,,,,,,,,,,,,
"3ae7fdf1-d5fa-4f03-9fb7-89ae52a20c96","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.357319999999959","51.86065","Liebesbank","Liebesbank ~ this will come later: make a get request",,"112","112",,,,,,,,,,,,,,
"a644225d-d67a-4139-9580-ecbaa18b1c9b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.405250000000024","51.90652","Steinbergturm / Steinbergalm","Steinbergturm / Steinbergalm ~ this will come later: make a get request",,"111","111",,,,,,,,,,,,,,
"6fb75d60-fa31-4aa3-8597-39030ef73dcf","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.382219999999961","51.90058","Granestausee","Granestausee ~ this will come later: make a get request",,"110","110",,,,,,,,,,,,,,
"d8a2f5cd-d0de-4ea4-bb9a-1344b1cb5ebe","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.330159999999978","51.9128","Heimberg","Heimberg ~ this will come later: make a get request",,"109","109",,,,,,,,,,,,,,
"a9bf6c31-d0b1-4cc3-9989-fe254d9f0862","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.467750000000024","51.91484","Sudmerberger Warte","Sudmerberger Warte ~ this will come later: make a get request",,"108","108",,,,,,,,,,,,,,
"7ad39d20-46b0-4984-85cd-30942561eab7","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.29024000000004","51.8636","Maaßener Gaipel","Maaßener Gaipel ~ this will come later: make a get request",,"107","107",,,,,,,,,,,,,,
"35698499-e7b8-402d-ae79-f563eaee3641","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.292050000000017","51.87683","Schöne Aussicht Bielstein","Schöne Aussicht Bielstein ~ this will come later: make a get request",,"106","106",,,,,,,,,,,,,,
"8b7e90d1-6159-4358-8d85-fe2b21002b48","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.288580000000024","51.8258","Prinzenlaube","Prinzenlaube ~ this will come later: make a get request",,"105","105",,,,,,,,,,,,,,
"b028e272-9941-44d8-a4e9-e904bd4cd76c","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.238569999999982","51.8849","Tränkebachhütte","Tränkebachhütte ~ this will come later: make a get request",,"104","104",,,,,,,,,,,,,,
"ce3f9309-37b7-46cc-be9b-e5581069a818","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.255580000000009","51.88032","Luchsstein","Luchsstein ~ this will come later: make a get request",,"103","103",,,,,,,,,,,,,,
"b5c3e167-4815-4bd9-a38e-66f3ce743767","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.251440000000002","51.91484","Lageswarte","Lageswarte ~ this will come later: make a get request",,"102","102",,,,,,,,,,,,,,
"e37c7429-1243-48c6-a6b5-db07edb8c419","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.40440000000001","51.63502","Einhornhöhle","Einhornhöhle ~ this will come later: make a get request",,"101","101",,,,,,,,,,,,,,
"c48da5d2-7aa9-4af4-a28a-8a1fefd4e0fd","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.87972000000002","51.55382","Ebersburg","Ebersburg ~ this will come later: make a get request",,"100","100",,,,,,,,,,,,,,
"1e07f3bf-a064-454b-9a08-9927a4ef8240","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.82549389133726","51.556648547660124","Harzer Holzdampflok","Harzer Holzdampflok ~ this will come later: make a get request",,"99","099",,,,,,,,,,,,,,
"ecd16e5f-a7bc-49ef-8f00-fe6ee920f91d","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.837480000000028","51.5698","Ruine Hohnstein","Ruine Hohnstein ~ this will come later: make a get request",,"98","098",,,,,,,,,,,,,,
"7d7b8402-ae40-4cfc-b781-c9ab0d7006a7","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.790960000000041","51.63259","Ziegenalm Sophienhof","Ziegenalm Sophienhof ~ this will come later: make a get request",,"97","097",,,,,,,,,,,,,,
"8bf3f99a-876f-4a53-a44c-bca926d40e02","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.728450000000066","51.6077","Ehemalige Steinmühle","Ehemalige Steinmühle ~ this will come later: make a get request",,"96","096",,,,,,,,,,,,,,
"46bd422d-faec-4d70-9063-cb2e12acd079","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.791580000000067","51.58742","Ilfelder Wetterfahne","Ilfelder Wetterfahne ~ this will come later: make a get request",,"95","095",,,,,,,,,,,,,,
"54649dc9-bca3-4500-b32c-077df9e42201","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.891930000000002","51.60638","Dreiherrenstein (am Brandhai 48A)","Dreiherrenstein (am Brandhai 48A) ~ this will come later: make a get request",,"94","094",,,,,,,,,,,,,,
"6497873d-9d9c-4376-b152-a26de0a6eed8","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.792570000000069","51.60127","Dreitälerblick","Dreitälerblick ~ this will come later: make a get request",,"93","093",,,,,,,,,,,,,,
"6042933c-18b5-42a9-9eee-9061f40bf9e6","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.826959999999985","51.58811","Poppenberg mit Aussichtsturm","Poppenberg mit Aussichtsturm ~ this will come later: make a get request",,"92","092",,,,,,,,,,,,,,
"d336b54c-4157-45ac-94ea-32db312c8fbd","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.41904999999997","51.89008","Weltkulturerbe Rammelsberg","Weltkulturerbe Rammelsberg ~ this will come later: make a get request",,"91","091",,,,,,,,,,,,,,
"4d90af59-0bcb-416a-b950-7a962972ec67","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.846220000000017","51.7537","Aussichtspavillon Hoher Kleef","Aussichtspavillon Hoher Kleef ~ this will come later: make a get request",,"88","088",,,,,,,,,,,,,,
"ccac44be-7bdd-4546-ae9e-9c88732b2f60","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.34486000000004","51.66015","Bisongehege","Bisongehege ~ this will come later: make a get request",,"86","086",,,,,,,,,,,,,,
"09a53a32-3574-4aa4-962b-7a9ea851b01e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.911299999999983","51.82693","Altenburg (bei Heimburg)","Altenburg (bei Heimburg) ~ this will come later: make a get request",,"84","084",,,,,,,,,,,,,,
"59ecb25a-4b5e-4d54-8052-773270d2d13c","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.859289999999987","51.83771","Austbergturm","Austbergturm ~ this will come later: make a get request",,"83","083",,,,,,,,,,,,,,
"8fc838b6-297f-462b-9eb2-3d1e0bbd8b9c","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.948830000000044","51.81653","Regenstein-Mühle","Regenstein-Mühle ~ this will come later: make a get request",,"82","082",,,,,,,,,,,,,,
"e9fc7042-7314-48aa-bddb-2310f0e3c295","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.965840000000071","51.81721","Sandhöhlen im Heers","Sandhöhlen im Heers ~ this will come later: make a get request",,"81","081",,,,,,,,,,,,,,
"55f558e0-c0ac-40f0-b624-d6320db7b459","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.95835999999997","51.81386","Burgruine Regenstein","Burgruine Regenstein ~ this will come later: make a get request",,"80","080",,,,,,,,,,,,,,
"113d585a-864a-40a2-a144-0bb3232a34e2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.923019999999951","51.78495","Otto-Ebert-Brücke (am Herzogsweg)","Otto-Ebert-Brücke (am Herzogsweg) ~ this will come later: make a get request",,"79","079",,,,,,,,,,,,,,
"8a23dbce-c58b-4ac1-ae5a-9a79f2a91988","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.95634999999993","51.78747","Barocke Gärten","Barocke Gärten ~ this will come later: make a get request",,"78","078",,,,,,,,,,,,,,
"3a675c82-618d-4a33-9719-da18573d4a50","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.954200000000014","51.78275","Ruine Luisenburg","Ruine Luisenburg ~ this will come later: make a get request",,"77","077",,,,,,,,,,,,,,
"4391d27c-6a00-483f-bf2f-9cd32f851f9e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.96717000000001","51.78598","Großvaterfelsen","Großvaterfelsen ~ this will come later: make a get request",,"76","076",,,,,,,,,,,,,,
"c0695484-4b5e-4be0-8d1b-bd068ad85416","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.565889999999968","51.73739","Hahnenkleeklippen","Hahnenkleeklippen ~ this will come later: make a get request",,"75","075",,,,,,,,,,,,,,
"5e6311d1-2c43-4737-8635-5df5487eec2a","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.00112999999999","51.7769","Hamburger Wappen (Teufelsmauer)","Hamburger Wappen (Teufelsmauer) ~ this will come later: make a get request",,"74","074",,,,,,,,,,,,,,
"2f6fc86d-458a-4a7a-9f1c-2e13c46d85ce","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.05713000000003","51.72912","Glockenstein","Glockenstein ~ this will come later: make a get request",,"73","073",,,,,,,,,,,,,,
"73752f12-b372-4045-89dd-8788089cc7f8","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.016830000000027","51.73058","La Viershöhe","La Viershöhe ~ this will come later: make a get request",,"72","072",,,,,,,,,,,,,,
"f8d298d5-dc19-43db-9066-cd1405c3abae","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.01864999999998","51.73724","Rosstrappe (Abzweig Schurre)","Rosstrappe (Abzweig Schurre) ~ this will come later: make a get request",,"71","071",,,,,,,,,,,,,,
"2383f225-a26c-478e-ab3f-5a6433f4beee","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.007399999999961","51.73372","Prinzensicht (Aussichtsturm)","Prinzensicht (Aussichtsturm) ~ this will come later: make a get request",,"70","070",,,,,,,,,,,,,,
"8f6f9510-a831-48ea-b10c-7a0b3e28bf30","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.97013000000004","51.722","Sonnenklippe (Bodetal)","Sonnenklippe (Bodetal) ~ this will come later: make a get request",,"69","069",,,,,,,,,,,,,,
"04d2d451-493d-4922-92a3-37e2eb6d93e0","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.002230000000054","51.71732","""Pfeil""-Denkmal","""Pfeil""-Denkmal ~ this will come later: make a get request",,"68","068",,,,,,,,,,,,,,
"1a2ed148-39a5-468d-8067-4f4a8fa595ba","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.97804999999994","51.71692","Weißer Hirsch (Aussichtspunkt)","Weißer Hirsch (Aussichtspunkt) ~ this will come later: make a get request",,"67","067",,,,,,,,,,,,,,
"5dc5ecf7-22c2-46ac-8208-a5ca4fee0753","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.966130000000021","51.7231","Wilhelmsblick (Aussichtspunkt)","Wilhelmsblick (Aussichtspunkt) ~ this will come later: make a get request",,"66","066",,,,,,,,,,,,,,
"4935fc0e-1fc9-41ee-846d-ba326276b33d","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.955670000000055","51.73703","Gasthaus Todtenrode","Gasthaus Todtenrode ~ this will come later: make a get request",,"65","065",,,,,,,,,,,,,,
"3358e743-e7db-4b44-83b4-26de728e0e4b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.949569999999994","51.73003","Böser Kleef (Aussichtspunkt)","Böser Kleef (Aussichtspunkt) ~ this will come later: make a get request",,"64","064",,,,,,,,,,,,,,
"d12f78c0-c7ee-4899-a298-33f5bb556ef2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.923090000000002","51.72978","Schöneburg (Aussichtspunkt)","Schöneburg (Aussichtspunkt) ~ this will come later: make a get request",,"63","063",,,,,,,,,,,,,,
"18ae3d38-eab6-4fa5-94be-ff6ad5dbb6f5","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.919300000000021","51.74322","Talsperre Wendefurth (Talsperrenblick)","Talsperre Wendefurth (Talsperrenblick) ~ this will come later: make a get request",,"62","062",,,,,,,,,,,,,,
"e76da041-0283-42cb-aad6-a91056a534ee","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","11.179520000000025","51.71355","Harzer Grauwacke Rieder","Harzer Grauwacke Rieder ~ this will come later: make a get request",,"61","061",,,,,,,,,,,,,,
"0fbaff1e-6801-4f94-ab56-c4a289e27eef","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.896179999999958","51.72195","Stemberghaus Köhlerei","Stemberghaus Köhlerei ~ this will come later: make a get request",,"60","060",,,,,,,,,,,,,,
"250b23b7-89d9-4e63-ab54-7ca98717eb6d","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.90976999999998","51.80498","Klostergrund Michaelstein","Klostergrund Michaelstein ~ this will come later: make a get request",,"59","059",,,,,,,,,,,,,,
"8e7728e2-a303-4e0a-bac4-c4d21a5c8505","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.630530000000022","51.63841","Pferdchen","Pferdchen ~ this will come later: make a get request",,"58","058",,,,,,,,,,,,,,
"2173ff2d-f89f-4226-b199-8b2ee8d2d198","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.989329999999995","51.6902","Echowiese Allrode","Echowiese Allrode ~ this will come later: make a get request",,"57","057",,,,,,,,,,,,,,
"2372a32c-1e6b-40d3-a600-839ec7b983cb","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.800970000000007","51.71153","Rappbodeblick Trautenstein","Rappbodeblick Trautenstein ~ this will come later: make a get request",,"56","056",,,,,,,,,,,,,,
"2a8bb1d1-2423-4648-8a71-b704b8d77b3e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.918859999999995","51.65044","Wüstung Selkenfelde/Kirche","Wüstung Selkenfelde/Kirche ~ this will come later: make a get request",,"55","055",,,,,,,,,,,,,,
"75e72933-439d-4adb-b11d-aceba705fc2b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.880909999999972","51.72912","Rotestein","Rotestein ~ this will come later: make a get request",,"54","054",,,,,,,,,,,,,,
"d187b48c-263b-4fa7-beac-5717a633d39c","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.83113000000003","51.70968","Hassel-Vorsperre","Hassel-Vorsperre ~ this will come later: make a get request",,"53","053",,,,,,,,,,,,,,
"5c901711-34a9-49b7-bd44-edcf4ea51768","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.791209999999978","51.70275","Trageburg am Hexenstieg","Trageburg am Hexenstieg ~ this will come later: make a get request",,"52","052",,,,,,,,,,,,,,
"d08779ef-2739-4def-adc9-ea0c1db5ff85","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.797059999999988","51.65641","Carlsturm","Carlsturm ~ this will come later: make a get request",,"51","051",,,,,,,,,,,,,,
"762e4ea5-3fb2-4615-a0a9-9f92c2587b8d","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.767209999999977","51.66103","Walzenhütte","Walzenhütte ~ this will come later: make a get request",,"50","050",,,,,,,,,,,,,,
"0207d264-f3dc-42eb-8b1b-c6af06be0371","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.755329999999958","51.6766","Grüntal","Grüntal ~ this will come later: make a get request",,"49","049",,,,,,,,,,,,,,
"07b17702-9935-4dda-812a-8fd7510ff252","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.75639000000001","51.64111","Stierbergsteich","Stierbergsteich ~ this will come later: make a get request",,"48","048",,,,,,,,,,,,,,
"e189c2d1-67b5-417f-a0db-cd647e8667f1","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.74870999999996","51.65288","Oberharzblick am Buchenberg","Oberharzblick am Buchenberg ~ this will come later: make a get request",,"47","047",,,,,,,,,,,,,,
"86bbd433-6b0e-4e56-83ca-40774e440a59","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.666699999999992","51.6936","Grenzmuseum am Ring der Erinnerung","Grenzmuseum am Ring der Erinnerung ~ this will come later: make a get request",,"46","046",,,,,,,,,,,,,,
"dce5fdab-f12d-4ed7-a9bc-78034c1274fc","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.648069999999962","51.65725","Dicke Tannen","Dicke Tannen ~ this will come later: make a get request",,"45","045",,,,,,,,,,,,,,
"c00e1dfb-f3e3-4e09-84c9-f14280baead3","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.740890000000036","51.70559","Kapitelsberg","Kapitelsberg ~ this will come later: make a get request",,"44","044",,,,,,,,,,,,,,
"385d22f0-10c5-41ea-a1f7-23ff508f7d53","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.504310000000032","51.61864","Wasserscheide Weser-Elbe ""Hohe Tür""","Wasserscheide Weser-Elbe ""Hohe Tür"" ~ this will come later: make a get request",,"43","043",,,,,,,,,,,,,,
"3068e601-5d43-49b6-a7ca-b90634215710","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.805049999999937","51.73558","Trogfurther Brücke","Trogfurther Brücke ~ this will come later: make a get request",,"42","042",,,,,,,,,,,,,,
"efe0ca6f-b733-40aa-95e0-bf999a359efe","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.767190000000028","51.73841","Ruine Königsburg","Ruine Königsburg ~ this will come later: make a get request",,"41","041",,,,,,,,,,,,,,
"3226d056-e0fc-4757-a726-eaf9df6ada1f","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.75306999999998","51.7511","Königshütter Wasserfall","Königshütter Wasserfall ~ this will come later: make a get request",,"40","040",,,,,,,,,,,,,,
"8c84aa67-bf75-4fa3-9077-b1b883220eff","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.80183999999997","51.75997","Tagebau Felswerke","Tagebau Felswerke ~ this will come later: make a get request",,"39","039",,,,,,,,,,,,,,
"e89d5005-30f0-417c-81c7-52319eca7436","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.81677000000002","51.7738","Galgenberg","Galgenberg ~ this will come later: make a get request",,"38","038",,,,,,,,,,,,,,
"7670166d-8d6c-4931-9501-b6f98d78b137","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.81842000000006","51.79104","Büchenberg","Büchenberg ~ this will come later: make a get request",,"37","037",,,,,,,,,,,,,,
"f3267ad2-961d-4d17-b626-36e01046d695","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.780279999999948","51.79222","Peterstein","Peterstein ~ this will come later: make a get request",,"36","036",,,,,,,,,,,,,,
"122cbd72-adf0-4b28-afab-a34ba3837179","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.776630000000068","51.81545","Gasthaus Armeleuteberg","Gasthaus Armeleuteberg ~ this will come later: make a get request",,"35","035",,,,,,,,,,,,,,
"2722932c-5f9b-49a6-ba89-83d4fcaf21e1","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.798400000000015","51.81002","Scharfenstein","Scharfenstein ~ this will come later: make a get request",,"34","034",,,,,,,,,,,,,,
"b8684430-7623-4946-8ec9-ef0b7433c34a","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.848250000000007","51.82613","Stapenberg","Stapenberg ~ this will come later: make a get request",,"33","033",,,,,,,,,,,,,,
"e4469152-822f-4bb6-98d9-7e43630747ab","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.812900000000013","51.82772","Gasthaus Christianental","Gasthaus Christianental ~ this will come later: make a get request",,"32","032",,,,,,,,,,,,,,
"9e6646e4-9773-4770-9439-35956070c751","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.79795999999999","51.83003","Agnesberg","Agnesberg ~ this will come later: make a get request",,"31","031",,,,,,,,,,,,,,
"963bb6cd-abc5-464d-bdeb-3063ef931185","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.663130000000024","51.84634","Ilsestein","Ilsestein ~ this will come later: make a get request",,"30","030",,,,,,,,,,,,,,
"7ded9578-7095-44be-8294-155d061ab54b","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.734720000000038","51.80444","Elversstein","Elversstein ~ this will come later: make a get request",,"29","029",,,,,,,,,,,,,,
"6444f2ef-6157-4aba-a4c8-d5b2ec70f172","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.699769999999944","51.80494","Gasthaus Steinerne Renne","Gasthaus Steinerne Renne ~ this will come later: make a get request",,"28","028",,,,,,,,,,,,,,
"ff0f0541-e963-4210-90db-61522752bf5f","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.711950000000002","51.79669","Ottofelsen","Ottofelsen ~ this will come later: make a get request",,"27","027",,,,,,,,,,,,,,
"24631bfe-2c6c-4999-bc9d-d89a0c956af9","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.70789000000002","51.81783","Mönchsbuche","Mönchsbuche ~ this will come later: make a get request",,"26","026",,,,,,,,,,,,,,
"a1ff6de4-18f9-4b28-8133-ba877483768e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.688400000000001","51.82528","Oberförster-Koch-Denkmal","Oberförster-Koch-Denkmal ~ this will come later: make a get request",,"25","025",,,,,,,,,,,,,,
"d52206d8-5aed-4324-8b85-f3e7cb16bff0","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.467539999999985","51.78544","Gustav-Baumann-Weg (NPH)","Gustav-Baumann-Weg (NPH) ~ this will come later: make a get request",,"134","134",,,,,,,,,,,,,,
"29d1d742-fd93-4ad2-b23b-7ee46daa8de9","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.579979999999978","51.84165","Eckertalsperre - Staumauer","Eckertalsperre - Staumauer ~ this will come later: make a get request",,"1","001",,,,,,,,,,,,,,
"c25ffe97-6f98-4f5a-97d7-5fb29952316e","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.618600000000015","51.86213","Taubenklippe","Taubenklippe ~ this will come later: make a get request",,"4","004",,,,,,,,,,,,,,
"6d0c5d0d-ac35-44b4-bd70-c82fdb813e54","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.654570000000035","51.85192","Froschfelsen","Froschfelsen ~ this will come later: make a get request",,"5","005",,,,,,,,,,,,,,
"8b717dcd-178e-4759-9c8c-8744c7ac33e2","1970-01-01T00:00:01.000Z","2037-12-31T23:00:01.000Z","10.634850000000029","51.82868","Bremer Hütte (Obere Ilsefälle)","Bremer Hütte (Obere Ilsefälle) ~ this will come later: make a get request",,"6","006",,,,,,,,,,,,,,
